108641944,108114107
108950407,108395122
104502851,104329052
113742358,112967124
113742573,112967339
114930670,114081713
100475142,100450497
113746512,112970994
113750415,112974670
113750844,112975109
113751265,112975390
113751404,112975529
113751533,112975658
113751829,112975954
113746672,112971154
100637145,100601173
115185837,114326265
113746785,112971267
107057539,106624824
113750574,112974839
113747199,112971675
113747348,112971824
113750504,112974769
115200493,114339870
113747469,112971945
115148787,114291111
115162882,114303832
108039312,107550796
115228267,114367102
113747606,112972064
106475933,106075375
113747725,112972183
113751158,112975283
115149933,114292257
115150304,114292628
115150790,114293114
115151175,114293499
115151561,114293885
108042536,107553825
113747865,112972305
115148958,114291282
115149271,114291595
115149562,114291886
115149853,114292177
115150224,114292548
115150710,114293034
115151084,114293408
115151470,114293794
113747989,112972429
115148707,114291031
115148867,114291191
115149180,114291504
115149472,114291796
115149763,114292087
115150134,114292458
115150618,114292942
115150993,114293317
115151379,114293703
106435651,106036619
106459978,106059932
106435004,106035994
106460776,106060706
106434650,106035642
106265272,105883181
110839791,110133824
110830456,110124887
110827873,110122361
110832085,110126419
110832568,110126898
111188316,110463140
113743269,112967848
100475273,100450628
115010038,114158102
114615822,113779380
113748128,112972550
113748246,112972668
113748367,112972789
113748493,112972915
113748622,112973044
115118011,114262167
113748763,112973185
113748890,112973312
113749017,112973439
113749146,112973568
113749278,112973700
106435916,106036883
106460167,106060100
106435198,106036187
106460926,106060855
106434826,106035817
113744044,112968628
100475403,100450758
113749407,112973829
115228162,114366997
115202131,114341372
115202230,114341471
104427559,104256197
108016385,107529927
103636062,103500186
113744304,112968888
100475535,100450890
113749527,112973949
105911560,105567769
113651931,112880551
105096820,104818175
113744521,112969105
100475661,100451016
114612444,113776012
114808273,113964772
113749644,112974066
113750712,112974977
113744722,112969306
113749778,112974182
115227846,114366717
115162523,114303478
113744916,112969500
113749894,112974298
113745086,112969640
113750164,112974419
113651804,112880424
115162764,114303715
105096408,104817799
113745270,112969824
115300051,114434730
113750297,112974552
108346286,107838653
102753044,102657581
108658469,108129257
106485431,106084816
108077035,107586718
111178393,110453494
111180812,110455896
110906462,110196345
110873937,110166213
111061734,110342681
111101250,110378744
111162915,110438375
110896452,110187529
102556373,102465727
111275035,110543857
102666624,102575297
100546070,100518607
110810818,110106086
106497117,106096073
114431015,113613562
114106456,113302311
108769439,108231804
108780510,108241275
108762243,108224877
112740967,111992004
110806693,110102004
109186064,108614198
102082791,101999961
102118176,102034376
108762104,108224740
112889713,112139858
110874162,110166437
110909929,110199135
108487149,107972749
106698031,106285961
102665985,102574669
106425534,106026768
108911602,108360313
101942869,101860589
113637722,112866820
110107883,109459453
109753930,109135264
102666501,102575192
114294271,113483586
107508092,107047863
114549070,113717918
114549284,113718096
105830832,105493596
100361459,100345035
102666735,102575404
102666943,102575602
102667093,102575752
108011266,107525369
108550364,108029023
109754152,109135385
102667244,102575903
109754217,109135450
109754404,109135599
111142368,110418641
109754907,109135992
105872742,105530901
113636866,112865964
109755657,109136863
105557339,105239222
114259739,113449937
105336635,105029460
100833296,100782733
105558345,105240192
100185778,100175546
105557839,105239704
105508735,105192941
114047440,113246321
105604434,105284349
100943471,100886866
100034777,100030427
104999964,104736431
105479108,105164520
105316407,105010313
105291010,104986440
106377971,105982084
111332068,110597758
110807317,110102624
112732009,111983052
112671651,111922782
106017472,105661993
112171750,111423942
112171966,111424158
112172481,111424673
108895148,108344593
102405929,102318525
114503665,113677823
109755893,109137100
114151884,113346054
107251619,106806876
109756049,109137238
114010636,113211880
113636529,112865627
113639147,112868245
107503430,107043777
109756195,109137384
108736779,108201188
109180616,108609177
111620560,110875775
111621547,110876762
111621281,110876496
111621950,110877165
111622771,110877986
111621727,110876942
111622184,110877399
111622368,110877583
111622591,110877806
109321694,108739705
111420376,110682019
109756400,109137589
107428111,106973592
114440623,113622309
107206096,106763221
109639543,109031988
106978656,106552014
109019355,108460226
106312418,105924341
106312612,105924535
107112103,106674263
109756500,109137671
101154237,101089681
114152169,113346339
106698775,106286705
100255450,100243235
102716626,102622998
109754633,109135718
102667693,102576298
114501726,113676023
106137759,105770247
109676490,109066847
115027888,114175455
105733361,105400766
114053965,113252397
113646694,112875555
100228283,100216234
105958208,105610255
109756637,109137806
102399942,102312661
109487252,108888525
109754780,109135865
106933824,106510149
106940290,106516176
102667906,102576511
102668093,102576680
109757175,109138298
101460303,101383776
114026166,113226551
100346936,100331055
106610063,106201883
114466258,113644730
102668393,102576986
102668613,102577206
110807487,110102792
105628031,105306009
111132462,110408858
111318824,110586249
101440344,101364144
101440467,101364267
114799244,113956136
100253395,100241242
106468123,106067887
102368280,102282157
102368399,102282276
100231887,100219802
109757311,109138416
111836556,111090257
111837020,111090721
111837204,111090905
111837351,111091052
111837562,111091263
111837743,111091444
111837970,111091671
114054102,113252534
101068528,101007152
113160116,112406716
108804154,108262477
114312172,113501259
114312363,113501450
106011589,105656467
109755241,109136326
100055633,100050443
100326809,100290747
109757449,109138554
100055793,100050603
109757653,109138746
106476573,106076015
113817761,113036223
101234528,101165323
105701209,105371001
107908411,107431820
114893881,114045444
105854474,105515340
114709791,113869353
105132827,104846605
113598237,112832264
105090979,104812949
113581067,112816048
105658106,105331861
113853002,113068730
100029007,100024197
105013095,104747493
105712559,105381788
113581465,112816428
113589140,112823969
105013204,104747602
109755398,109136483
109755555,109136761
114597628,113761850
104940964,104689391
114597413,113761635
114598251,113762454
114598079,113762282
113586455,112821284
111420631,110682220
105010062,104744209
114598383,113762586
111421214,110682785
113599871,112833897
104882622,104642852
109757944,109139019
102669079,102577672
109758424,109139395
102668747,102577340
105772356,105439052
105700625,105370453
109755086,109136171
104762134,104550254
105926358,105581881
106607809,106199754
110829733,110124189
109044536,108482897
108020242,107533537
108010559,107524702
102607345,102515885
102607470,102516010
108974171,108417718
109186225,108614358
110829450,110123909
109758643,109139558
112172715,111424907
112173069,111425074
102669442,102578017
109758781,109139696
113642464,112871562
113644165,112873245
111373550,110636750
109040299,108478977
109186359,108614491
109186592,108614688
108778061,108238894
102124313,102040192
112353754,111605500
111756092,111010038
111756870,111010663
111757017,111010810
111757190,111010983
111757653,111011445
111757851,111011643
111758122,111011914
111758276,111012068
111758483,111012275
108274923,107775093
109759069,109139984
109758885,109139800
102669534,102578109
106697331,106285243
108115204,107624270
113992194,113195292
102669723,102578298
105909730,105565939
113840404,113057184
105892991,105549640
115225249,114364156
115203565,114342793
100588473,100558792
104802079,104580459
107268967,106822960
108280462,107780380
108280649,107780567
108821187,108276847
108602037,108076530
109677168,109067435
112922283,112172593
112922458,112172768
112811856,112062391
105231264,104929760
101588858,101511010
101588996,101511148
101588172,101510324
101923171,101841111
101923404,101841344
111842861,111096542
111843053,111096734
102625132,102533655
102625258,102533781
105454452,105141038
114071758,113269486
114221601,113414158
114235667,113428117
101750027,101670764
101750167,101670904
102552171,102461525
102551824,102461178
102182498,102097608
102182642,102097752
114221741,113414298
114221924,113414463
102621107,102529630
102621419,102529942
102621577,102530100
112812235,112062770
112812478,112063013
114042165,113241565
108742205,108206169
102670049,102578570
114598834,113763001
114019296,113220118
114453066,113633072
101780142,101700031
101780026,101699915
101775879,101695885
101776192,101696198
114598937,113763104
114381732,113567332
101781570,101701460
105449538,105136198
114096123,113292631
114014425,113215507
109185865,108613999
108196622,107699485
115264726,114401182
113599982,112834008
115071366,114217022
102670683,102579204
102670935,102579456
106822198,106403081
101264243,101193833
101527194,101449525
107112805,106674929
104792679,104573319
100806621,100757063
114833143,113988516
102671988,102580401
115171857,114312455
109759875,109140574
109760080,109140779
109760290,109140989
105356442,105049120
109760476,109141175
113140367,112387532
105356657,105049335
105480401,105165759
105356889,105049567
108793310,108252709
106871983,106448939
106178238,105805198
106064838,105705295
106867345,106444494
107313636,106864835
101606335,101528295
101606809,101528769
101606522,101528482
101606672,101528632
101605119,101527115
101604968,101526964
106691684,106280096
113424643,112665348
109206985,108633623
106696483,106284413
109760735,109141776
102672646,102580840
100117124,100109419
110369166,109696950
109760913,109141954
105357160,105049838
109761068,109142109
100047941,100043051
107178525,106736831
101086572,101024626
102672831,102581025
103376771,103253856
109761310,109142333
113448334,112687823
110369699,109697447
110314836,109648415
113404248,112645294
109761753,109142704
114490801,113666790
113354985,112597794
104669828,104478642
100618734,100584252
109761403,109142426
100588598,100558899
108462534,107949777
